" ","  "
"שם לקוח","כתובת"
" "," "
"צביקה וינשטוק","16 יסמין הוד השרון"
" ","  "
"קוד מונה","מספר מונה"
"01/06/2024","00:15",.208
"01/06/2024","00:30",.224
"01/06/2024","00:45",.215
"01/06/2024","01:00",.216
"01/06/2024","01:15",.265
"01/06/2024","01:30",.103
"01/06/2024","01:45",.169
"01/06/2024","02:00",.149
"01/06/2024","02:15",.15
"01/06/2024","02:30",.144
"01/06/2024","02:45",.143
"01/06/2024","03:00",.148
"01/06/2024","03:15",.143
"01/06/2024","03:30",.146
"01/06/2024","03:45",.145
"01/06/2024","04:00",.141
"01/06/2024","04:15",.141
"01/06/2024","04:30",.143
"01/06/2024","04:45",.134
"01/06/2024","05:00",.142
"01/06/2024","05:15",.147
"01/06/2024","05:30",.133
"01/06/2024","05:45",.124
"01/06/2024","06:00",.131
"01/06/2024","06:15",.221
"01/06/2024","06:30",.139
"01/06/2024","06:45",.134
"01/06/2024","07:00",.159
"01/06/2024","07:15",.137
"01/06/2024","07:30",.111
"01/06/2024","07:45",.116
"01/06/2024","08:00",.336
"01/06/2024","08:15",.259
"01/06/2024","08:30",.859
"01/06/2024","08:45",.841
"01/06/2024","09:00",.734
"01/06/2024","09:15",.547
"01/06/2024","09:30",.531
"01/06/2024","09:45",.517
"01/06/2024","10:00",.531
"01/06/2024","10:15",.081
"01/06/2024","10:30",.059
"01/06/2024","10:45",.054
"01/06/2024","11:00",.066
"01/06/2024","11:15",.052
"01/06/2024","11:30",.074
"01/06/2024","11:45",.268
"01/06/2024","12:00",.575
"01/06/2024","12:15",.211
"01/06/2024","12:30",.088
"01/06/2024","12:45",.083
"01/06/2024","13:00",.125
"01/06/2024","13:15",.116
"01/06/2024","13:30",.095
"01/06/2024","13:45",.104
"01/06/2024","14:00",.067
"01/06/2024","14:15",.066
"01/06/2024","14:30",.061
"01/06/2024","14:45",.066
"01/06/2024","15:00",.06
"01/06/2024","15:15",.06
"01/06/2024","15:30",.059
"01/06/2024","15:45",.166
"01/06/2024","16:00",.094
"01/06/2024","16:15",.11
"01/06/2024","16:30",.088
"01/06/2024","16:45",.292
"01/06/2024","17:00",.59
"01/06/2024","17:15",.589
"01/06/2024","17:30",.537
"01/06/2024","17:45",.377
"01/06/2024","18:00",.118
"01/06/2024","18:15",.112
"01/06/2024","18:30",.106
"01/06/2024","18:45",.116
"01/06/2024","19:00",.103
"01/06/2024","19:15",.13
"01/06/2024","19:30",.139
"01/06/2024","19:45",.446
"01/06/2024","20:00",.65
"01/06/2024","20:15",.659
"01/06/2024","20:30",.362
"01/06/2024","20:45",.691
"01/06/2024","21:00",.706
"01/06/2024","21:15",.703
"01/06/2024","21:30",.806
"01/06/2024","21:45",.69
"01/06/2024","22:00",.629
"01/06/2024","22:15",.787
"01/06/2024","22:30",.736
"01/06/2024","22:45",.768
"01/06/2024","23:00",.797
"01/06/2024","23:15",.707
"01/06/2024","23:30",.415
"01/06/2024","23:45",.202
"02/06/2024","00:00",.205
"02/06/2024","00:15",.208
"02/06/2024","00:30",.201
"02/06/2024","00:45",.199
"02/06/2024","01:00",.193
"02/06/2024","01:15",.198
"02/06/2024","01:30",.192
"02/06/2024","01:45",.191
"02/06/2024","02:00",.172
"02/06/2024","02:15",.165
"02/06/2024","02:30",.165
"02/06/2024","02:45",.166
"02/06/2024","03:00",.164
"02/06/2024","03:15",.166
"02/06/2024","03:30",.168
"02/06/2024","03:45",.172
"02/06/2024","04:00",.162
"02/06/2024","04:15",.161
"02/06/2024","04:30",.16
"02/06/2024","04:45",.159
"02/06/2024","05:00",.164
"02/06/2024","05:15",.161
"02/06/2024","05:30",.16
"02/06/2024","05:45",.164
"02/06/2024","06:00",.154
"02/06/2024","06:15",.162
"02/06/2024","06:30",.164
"02/06/2024","06:45",.17
"02/06/2024","07:00",.211
"02/06/2024","07:15",.213
"02/06/2024","07:30",.158
"02/06/2024","07:45",.16
"02/06/2024","08:00",.167
"02/06/2024","08:15",.107
"02/06/2024","08:30",.057
"02/06/2024","08:45",.045
"02/06/2024","09:00",.05
"02/06/2024","09:15",.051
"02/06/2024","09:30",.045
"02/06/2024","09:45",.045
"02/06/2024","10:00",.043
"02/06/2024","10:15",.047
"02/06/2024","10:30",.045
"02/06/2024","10:45",.046
"02/06/2024","11:00",.049
"02/06/2024","11:15",.045
"02/06/2024","11:30",.049
"02/06/2024","11:45",.046
"02/06/2024","12:00",.044
"02/06/2024","12:15",.049
"02/06/2024","12:30",.046
"02/06/2024","12:45",.042
"02/06/2024","13:00",.042
"02/06/2024","13:15",.045
"02/06/2024","13:30",.046
"02/06/2024","13:45",.046
"02/06/2024","14:00",.051
"02/06/2024","14:15",.045
"02/06/2024","14:30",.069
"02/06/2024","14:45",.076
"02/06/2024","15:00",.149
"02/06/2024","15:15",.046
"02/06/2024","15:30",.046
"02/06/2024","15:45",.052
"02/06/2024","16:00",.046
"02/06/2024","16:15",.045
"02/06/2024","16:30",.051
"02/06/2024","16:45",.046
"02/06/2024","17:00",.045
"02/06/2024","17:15",.051
"02/06/2024","17:30",.045
"02/06/2024","17:45",.044
"02/06/2024","18:00",.051
"02/06/2024","18:15",.045
"02/06/2024","18:30",.045
"02/06/2024","18:45",.05
"02/06/2024","19:00",.045
"02/06/2024","19:15",.061
"02/06/2024","19:30",.105
"02/06/2024","19:45",.179
"02/06/2024","20:00",.493
"02/06/2024","20:15",.794
"02/06/2024","20:30",.76
"02/06/2024","20:45",.747
"02/06/2024","21:00",.768
"02/06/2024","21:15",.753
"02/06/2024","21:30",.729
"02/06/2024","21:45",.768
"02/06/2024","22:00",.647
"02/06/2024","22:15",.728
"02/06/2024","22:30",.726
"02/06/2024","22:45",.741
"02/06/2024","23:00",.694
"02/06/2024","23:15",1.088
"02/06/2024","23:30",1.041
"02/06/2024","23:45",1.013
"03/06/2024","00:00",.7
"03/06/2024","00:15",.224
"03/06/2024","00:30",.318
"03/06/2024","00:45",.26
"03/06/2024","01:00",.251
"03/06/2024","01:15",.255
"03/06/2024","01:30",.252
"03/06/2024","01:45",.253
"03/06/2024","02:00",.223
"03/06/2024","02:15",.231
"03/06/2024","02:30",.225
"03/06/2024","02:45",.219
"03/06/2024","03:00",.231
"03/06/2024","03:15",.226
"03/06/2024","03:30",.225
"03/06/2024","03:45",.23
"03/06/2024","04:00",.218
"03/06/2024","04:15",.226
"03/06/2024","04:30",.225
"03/06/2024","04:45",.227
"03/06/2024","05:00",.223
"03/06/2024","05:15",.213
"03/06/2024","05:30",.184
"03/06/2024","05:45",.174
"03/06/2024","06:00",.177
"03/06/2024","06:15",.256
"03/06/2024","06:30",.182
"03/06/2024","06:45",.183
"03/06/2024","07:00",.197
"03/06/2024","07:15",.176
"03/06/2024","07:30",.175
"03/06/2024","07:45",.154
"03/06/2024","08:00",.065
"03/06/2024","08:15",.068
"03/06/2024","08:30",.107
"03/06/2024","08:45",.14
"03/06/2024","09:00",.431
"03/06/2024","09:15",.198
"03/06/2024","09:30",.265
"03/06/2024","09:45",.274
"03/06/2024","10:00",.273
"03/06/2024","10:15",.143
"03/06/2024","10:30",.155
"03/06/2024","10:45",.093
"03/06/2024","11:00",.241
"03/06/2024","11:15",.274
"03/06/2024","11:30",.274
"03/06/2024","11:45",.279
"03/06/2024","12:00",.272
"03/06/2024","12:15",.276
"03/06/2024","12:30",.269
"03/06/2024","12:45",.276
"03/06/2024","13:00",.269
"03/06/2024","13:15",.28
"03/06/2024","13:30",.279
"03/06/2024","13:45",.269
"03/06/2024","14:00",.274
"03/06/2024","14:15",.267
"03/06/2024","14:30",.183
"03/06/2024","14:45",.077
"03/06/2024","15:00",.281
"03/06/2024","15:15",.327
"03/06/2024","15:30",.272
"03/06/2024","15:45",.28
"03/06/2024","16:00",.221
"03/06/2024","16:15",.122
"03/06/2024","16:30",.112
"03/06/2024","16:45",.105
"03/06/2024","17:00",.204
"03/06/2024","17:15",.109
"03/06/2024","17:30",.109
"03/06/2024","17:45",.107
"03/06/2024","18:00",.105
"03/06/2024","18:15",.185
"03/06/2024","18:30",.697
"03/06/2024","18:45",.756
"03/06/2024","19:00",.732
"03/06/2024","19:15",.844
"03/06/2024","19:30",.941
"03/06/2024","19:45",.959
"03/06/2024","20:00",.945
"03/06/2024","20:15",.948
"03/06/2024","20:30",.932
"03/06/2024","20:45",.729
"03/06/2024","21:00",.858
"03/06/2024","21:15",.872
"03/06/2024","21:30",.842
"03/06/2024","21:45",.726
"03/06/2024","22:00",.678
"03/06/2024","22:15",.732
"03/06/2024","22:30",.813
"03/06/2024","22:45",.944
"03/06/2024","23:00",.815
"03/06/2024","23:15",.891
"03/06/2024","23:30",.557
"03/06/2024","23:45",.47
"04/06/2024","00:00",.463
"04/06/2024","00:15",.47
"04/06/2024","00:30",.589
"04/06/2024","00:45",.538
"04/06/2024","01:00",.277
"04/06/2024","01:15",.233
"04/06/2024","01:30",.232
"04/06/2024","01:45",.245
"04/06/2024","02:00",.218
"04/06/2024","02:15",.2
"04/06/2024","02:30",.186
"04/06/2024","02:45",.192
"04/06/2024","03:00",.186
"04/06/2024","03:15",.186
"04/06/2024","03:30",.191
"04/06/2024","03:45",.186
"04/06/2024","04:00",.185
"04/06/2024","04:15",.18
"04/06/2024","04:30",.178
"04/06/2024","04:45",.169
"04/06/2024","05:00",.166
"04/06/2024","05:15",.173
"04/06/2024","05:30",.166
"04/06/2024","05:45",.167
"04/06/2024","06:00",.261
"04/06/2024","06:15",.173
"04/06/2024","06:30",.169
"04/06/2024","06:45",.169
"04/06/2024","07:00",.201
"04/06/2024","07:15",.174
"04/06/2024","07:30",.173
"04/06/2024","07:45",.231
"04/06/2024","08:00",.236
"04/06/2024","08:15",.228
"04/06/2024","08:30",.069
"04/06/2024","08:45",.061
"04/06/2024","09:00",.062
"04/06/2024","09:15",.067
"04/06/2024","09:30",.091
"04/06/2024","09:45",.166
"04/06/2024","10:00",.692
"04/06/2024","10:15",.934
"04/06/2024","10:30",.477
"04/06/2024","10:45",.219
"04/06/2024","11:00",.284
"04/06/2024","11:15",.281
"04/06/2024","11:30",.285
"04/06/2024","11:45",.308
"04/06/2024","12:00",.289
"04/06/2024","12:15",.339
"04/06/2024","12:30",.332
"04/06/2024","12:45",.335
"04/06/2024","13:00",.333
"04/06/2024","13:15",.338
"04/06/2024","13:30",.37
"04/06/2024","13:45",.334
"04/06/2024","14:00",.051
"04/06/2024","14:15",.05
"04/06/2024","14:30",.045
"04/06/2024","14:45",.044
"04/06/2024","15:00",.05
"04/06/2024","15:15",.044
"04/06/2024","15:30",.05
"04/06/2024","15:45",.046
"04/06/2024","16:00",.044
"04/06/2024","16:15",.05
"04/06/2024","16:30",.044
"04/06/2024","16:45",.056
"04/06/2024","17:00",.068
"04/06/2024","17:15",.083
"04/06/2024","17:30",.095
"04/06/2024","17:45",.107
"04/06/2024","18:00",.096
"04/06/2024","18:15",.101
"04/06/2024","18:30",.107
"04/06/2024","18:45",.113
"04/06/2024","19:00",.152
"04/06/2024","19:15",.67
"04/06/2024","19:30",.716
"04/06/2024","19:45",.852
"04/06/2024","20:00",.752
"04/06/2024","20:15",.758
"04/06/2024","20:30",.379
"04/06/2024","20:45",.171
"04/06/2024","21:00",.166
"04/06/2024","21:15",.808
"04/06/2024","21:30",.741
"04/06/2024","21:45",.718
"04/06/2024","22:00",.711
"04/06/2024","22:15",.712
"04/06/2024","22:30",.728
"04/06/2024","22:45",.778
"04/06/2024","23:00",.631
"04/06/2024","23:15",.861
"04/06/2024","23:30",.876
"04/06/2024","23:45",.583
"05/06/2024","00:00",.266
"05/06/2024","00:15",.26
"05/06/2024","00:30",.376
"05/06/2024","00:45",.406
"05/06/2024","01:00",.395
"05/06/2024","01:15",.381
"05/06/2024","01:30",.38
"05/06/2024","01:45",.385
"05/06/2024","02:00",.35
"05/06/2024","02:15",.35
"05/06/2024","02:30",.355
"05/06/2024","02:45",.348
"05/06/2024","03:00",.346
"05/06/2024","03:15",.35
"05/06/2024","03:30",.345
"05/06/2024","03:45",.347
"05/06/2024","04:00",.338
"05/06/2024","04:15",.337
"05/06/2024","04:30",.333
"05/06/2024","04:45",.329
"05/06/2024","05:00",.328
"05/06/2024","05:15",.322
"05/06/2024","05:30",.325
"05/06/2024","05:45",.326
"05/06/2024","06:00",.331
"05/06/2024","06:15",.335
"05/06/2024","06:30",.429
"05/06/2024","06:45",.341
"05/06/2024","07:00",.357
"05/06/2024","07:15",.343
"05/06/2024","07:30",.348
"05/06/2024","07:45",.352
"05/06/2024","08:00",.367
"05/06/2024","08:15",.324
"05/06/2024","08:30",.469
"05/06/2024","08:45",.457
"05/06/2024","09:00",.666
"05/06/2024","09:15",.321
"05/06/2024","09:30",.084
"05/06/2024","09:45",.097
"05/06/2024","10:00",.102
"05/06/2024","10:15",.071
"05/06/2024","10:30",.077
"05/06/2024","10:45",.201
"05/06/2024","11:00",.694
"05/06/2024","11:15",.269
"05/06/2024","11:30",.195
"05/06/2024","11:45",.286
"05/06/2024","12:00",.288
"05/06/2024","12:15",.23
"05/06/2024","12:30",.1
"05/06/2024","12:45",.122
"05/06/2024","13:00",.197
"05/06/2024","13:15",.11
"05/06/2024","13:30",.137
"05/06/2024","13:45",.283
"05/06/2024","14:00",.286
"05/06/2024","14:15",.293
"05/06/2024","14:30",.286
"05/06/2024","14:45",.291
"05/06/2024","15:00",.286
"05/06/2024","15:15",.185
"05/06/2024","15:30",.101
"05/06/2024","15:45",.112
"05/06/2024","16:00",.111
"05/06/2024","16:15",.114
"05/06/2024","16:30",.107
"05/06/2024","16:45",.197
"05/06/2024","17:00",.279
"05/06/2024","17:15",.283
"05/06/2024","17:30",.158
"05/06/2024","17:45",.41
"05/06/2024","18:00",.696
"05/06/2024","18:15",.717
"05/06/2024","18:30",.706
"05/06/2024","18:45",.756
"05/06/2024","19:00",.668
"05/06/2024","19:15",.658
"05/06/2024","19:30",.711
"05/06/2024","19:45",.841
"05/06/2024","20:00",.766
"05/06/2024","20:15",.723
"05/06/2024","20:30",.719
"05/06/2024","20:45",.744
"05/06/2024","21:00",.717
"05/06/2024","21:15",.719
"05/06/2024","21:30",.634
"05/06/2024","21:45",.697
"05/06/2024","22:00",.712
"05/06/2024","22:15",.731
"05/06/2024","22:30",.754
"05/06/2024","22:45",.762
"05/06/2024","23:00",1.062
"05/06/2024","23:15",1.173
"05/06/2024","23:30",1.028
"05/06/2024","23:45",.774
"06/06/2024","00:00",.786
"06/06/2024","00:15",.797
"06/06/2024","00:30",.784
"06/06/2024","00:45",.715
"06/06/2024","01:00",.814
"06/06/2024","01:15",.818
"06/06/2024","01:30",.421
"06/06/2024","01:45",.366
"06/06/2024","02:00",.309
"06/06/2024","02:15",.321
"06/06/2024","02:30",.308
"06/06/2024","02:45",.31
"06/06/2024","03:00",.316
"06/06/2024","03:15",.303
"06/06/2024","03:30",.288
"06/06/2024","03:45",.311
"06/06/2024","04:00",.299
"06/06/2024","04:15",.286
"06/06/2024","04:30",.302
"06/06/2024","04:45",.38
"06/06/2024","05:00",.293
"06/06/2024","05:15",.279
"06/06/2024","05:30",.258
"06/06/2024","05:45",.251
"06/06/2024","06:00",.222
"06/06/2024","06:15",.245
"06/06/2024","06:30",.24
"06/06/2024","06:45",.252
"06/06/2024","07:00",.293
"06/06/2024","07:15",.256
"06/06/2024","07:30",.275
"06/06/2024","07:45",.32
"06/06/2024","08:00",.346
"06/06/2024","08:15",.397
"06/06/2024","08:30",.382
"06/06/2024","08:45",.378
"06/06/2024","09:00",.29
"06/06/2024","09:15",.954
"06/06/2024","09:30",.957
"06/06/2024","09:45",.959
"06/06/2024","10:00",.438
"06/06/2024","10:15",.304
"06/06/2024","10:30",.287
"06/06/2024","10:45",.29
"06/06/2024","11:00",.286
"06/06/2024","11:15",.066
"06/06/2024","11:30",.061
"06/06/2024","11:45",.056
"06/06/2024","12:00",.058
"06/06/2024","12:15",.092
"06/06/2024","12:30",.247
"06/06/2024","12:45",.291
"06/06/2024","13:00",.276
"06/06/2024","13:15",.279
"06/06/2024","13:30",.296
"06/06/2024","13:45",.277
"06/06/2024","14:00",.28
"06/06/2024","14:15",.275
"06/06/2024","14:30",.279
"06/06/2024","14:45",.277
"06/06/2024","15:00",.273
"06/06/2024","15:15",.278
"06/06/2024","15:30",.277
"06/06/2024","15:45",.27
"06/06/2024","16:00",.275
"06/06/2024","16:15",.267
"06/06/2024","16:30",.288
"06/06/2024","16:45",.314
"06/06/2024","17:00",.141
"06/06/2024","17:15",.092
"06/06/2024","17:30",.071
"06/06/2024","17:45",.071
"06/06/2024","18:00",.068
"06/06/2024","18:15",.062
"06/06/2024","18:30",.066
"06/06/2024","18:45",.071
"06/06/2024","19:00",.089
"06/06/2024","19:15",.078
"06/06/2024","19:30",.058
"06/06/2024","19:45",.099
"06/06/2024","20:00",.097
"06/06/2024","20:15",.101
"06/06/2024","20:30",.095
"06/06/2024","20:45",.096
"06/06/2024","21:00",.101
"06/06/2024","21:15",.095
"06/06/2024","21:30",.321
"06/06/2024","21:45",.768
"06/06/2024","22:00",.881
"06/06/2024","22:15",.726
"06/06/2024","22:30",.731
"06/06/2024","22:45",.719
"06/06/2024","23:00",.702
"06/06/2024","23:15",.778
"06/06/2024","23:30",.873
"06/06/2024","23:45",.885
"07/06/2024","00:00",.899
"07/06/2024","00:15",.784
"07/06/2024","00:30",.83
"07/06/2024","00:45",.833
"07/06/2024","01:00",.848
"07/06/2024","01:15",.384
"07/06/2024","01:30",.245
"07/06/2024","01:45",.24
"07/06/2024","02:00",.205
"07/06/2024","02:15",.204
"07/06/2024","02:30",.189
"07/06/2024","02:45",.189
"07/06/2024","03:00",.193
"07/06/2024","03:15",.187
"07/06/2024","03:30",.187
"07/06/2024","03:45",.192
"07/06/2024","04:00",.185
"07/06/2024","04:15",.186
"07/06/2024","04:30",.191
"07/06/2024","04:45",.18
"07/06/2024","05:00",.185
"07/06/2024","05:15",.18
"07/06/2024","05:30",.183
"07/06/2024","05:45",.173
"07/06/2024","06:00",.175
"07/06/2024","06:15",.28
"07/06/2024","06:30",.175
"07/06/2024","06:45",.19
"07/06/2024","07:00",.196
"07/06/2024","07:15",.212
"07/06/2024","07:30",.211
"07/06/2024","07:45",.402
"07/06/2024","08:00",.639
"07/06/2024","08:15",.634
"07/06/2024","08:30",.812
"07/06/2024","08:45",1.255
"07/06/2024","09:00",.873
"07/06/2024","09:15",.929
"07/06/2024","09:30",.786
"07/06/2024","09:45",1.135
"07/06/2024","10:00",.738
"07/06/2024","10:15",.704
"07/06/2024","10:30",.713
"07/06/2024","10:45",.111
"07/06/2024","11:00",.05
"07/06/2024","11:15",.045
"07/06/2024","11:30",.049
"07/06/2024","11:45",.044
"07/06/2024","12:00",.049
"07/06/2024","12:15",.047
"07/06/2024","12:30",.053
"07/06/2024","12:45",.048
"07/06/2024","13:00",.048
"07/06/2024","13:15",.058
"07/06/2024","13:30",.054
"07/06/2024","13:45",.053
"07/06/2024","14:00",.514
"07/06/2024","14:15",.788
"07/06/2024","14:30",1.064
"07/06/2024","14:45",1.275
"07/06/2024","15:00",1.272
"07/06/2024","15:15",1.09
"07/06/2024","15:30",1.074
"07/06/2024","15:45",1.015
"07/06/2024","16:00",1.039
"07/06/2024","16:15",1.034
"07/06/2024","16:30",.995
"07/06/2024","16:45",.966
"07/06/2024","17:00",.961
"07/06/2024","17:15",.844
"07/06/2024","17:30",.734
"07/06/2024","17:45",.807
"07/06/2024","18:00",.855
"07/06/2024","18:15",1.107
"07/06/2024","18:30",1.225
"07/06/2024","18:45",1.218
"07/06/2024","19:00",1.259
"07/06/2024","19:15",1.292
"07/06/2024","19:30",.795
"07/06/2024","19:45",.838
"07/06/2024","20:00",.792
"07/06/2024","20:15",.837
"07/06/2024","20:30",.909
"07/06/2024","20:45",.947
"07/06/2024","21:00",.938
"07/06/2024","21:15",.776
"07/06/2024","21:30",.694
"07/06/2024","21:45",.745
"07/06/2024","22:00",.653
"07/06/2024","22:15",.721
"07/06/2024","22:30",.739
"07/06/2024","22:45",.646
"07/06/2024","23:00",.718
"07/06/2024","23:15",.83
"07/06/2024","23:30",.791
"07/06/2024","23:45",.872
"08/06/2024","00:00",.778
"08/06/2024","00:15",.252
"08/06/2024","00:30",.246
"08/06/2024","00:45",.242
"08/06/2024","01:00",.245
"08/06/2024","01:15",.236
"08/06/2024","01:30",.233
"08/06/2024","01:45",.239
"08/06/2024","02:00",.203
"08/06/2024","02:15",.202
"08/06/2024","02:30",.196
"08/06/2024","02:45",.186
"08/06/2024","03:00",.183
"08/06/2024","03:15",.183
"08/06/2024","03:30",.188
"08/06/2024","03:45",.182
"08/06/2024","04:00",.183
"08/06/2024","04:15",.188
"08/06/2024","04:30",.182
"08/06/2024","04:45",.182
"08/06/2024","05:00",.182
"08/06/2024","05:15",.189
"08/06/2024","05:30",.183
"08/06/2024","05:45",.221
"08/06/2024","06:00",.231
"08/06/2024","06:15",.227
"08/06/2024","06:30",.343
"08/06/2024","06:45",.254
"08/06/2024","07:00",.265
"08/06/2024","07:15",.236
"08/06/2024","07:30",.24
"08/06/2024","07:45",.271
"08/06/2024","08:00",.154
"08/06/2024","08:15",.431
"08/06/2024","08:30",.886
"08/06/2024","08:45",.693
"08/06/2024","09:00",.692
"08/06/2024","09:15",.066
"08/06/2024","09:30",.061
"08/06/2024","09:45",.054
"08/06/2024","10:00",.06
"08/06/2024","10:15",.053
"08/06/2024","10:30",.059
"08/06/2024","10:45",.053
"08/06/2024","11:00",.059
"08/06/2024","11:15",.053
"08/06/2024","11:30",.053
"08/06/2024","11:45",.059
"08/06/2024","12:00",.054
"08/06/2024","12:15",.053
"08/06/2024","12:30",.058
"08/06/2024","12:45",.054
"08/06/2024","13:00",.058
"08/06/2024","13:15",.051
"08/06/2024","13:30",.048
"08/06/2024","13:45",.054
"08/06/2024","14:00",.048
"08/06/2024","14:15",.045
"08/06/2024","14:30",.049
"08/06/2024","14:45",.045
"08/06/2024","15:00",.044
"08/06/2024","15:15",.048
"08/06/2024","15:30",.044
"08/06/2024","15:45",.044
"08/06/2024","16:00",.097
"08/06/2024","16:15",.852
"08/06/2024","16:30",1.058
"08/06/2024","16:45",1.134
"08/06/2024","17:00",1.045
"08/06/2024","17:15",1.029
"08/06/2024","17:30",1.011
"08/06/2024","17:45",1.021
"08/06/2024","18:00",1.009
"08/06/2024","18:15",1.007
"08/06/2024","18:30",.995
"08/06/2024","18:45",.968
"08/06/2024","19:00",.804
"08/06/2024","19:15",1.194
"08/06/2024","19:30",1.413
"08/06/2024","19:45",1.44
"08/06/2024","20:00",1.129
"08/06/2024","20:15",.82
"08/06/2024","20:30",.199
"08/06/2024","20:45",.125
"08/06/2024","21:00",.115
"08/06/2024","21:15",.119
"08/06/2024","21:30",.115
"08/06/2024","21:45",.105
"08/06/2024","22:00",.126
"08/06/2024","22:15",.144
"08/06/2024","22:30",.157
"08/06/2024","22:45",.144
"08/06/2024","23:00",.134
"08/06/2024","23:15",.123
"08/06/2024","23:30",.112
"08/06/2024","23:45",.112
"09/06/2024","00:00",.118
"09/06/2024","00:15",.112
"09/06/2024","00:30",.224
"09/06/2024","00:45",.3
"09/06/2024","01:00",.283
"09/06/2024","01:15",.272
"09/06/2024","01:30",.276
"09/06/2024","01:45",.363
"09/06/2024","02:00",.241
"09/06/2024","02:15",.241
"09/06/2024","02:30",.234
"09/06/2024","02:45",.24
"09/06/2024","03:00",.235
"09/06/2024","03:15",.235
"09/06/2024","03:30",.24
"09/06/2024","03:45",.234
"09/06/2024","04:00",.234
"09/06/2024","04:15",.238
"09/06/2024","04:30",.232
"09/06/2024","04:45",.237
"09/06/2024","05:00",.232
"09/06/2024","05:15",.232
"09/06/2024","05:30",.228
"09/06/2024","05:45",.219
"09/06/2024","06:00",.221
"09/06/2024","06:15",.225
"09/06/2024","06:30",.221
"09/06/2024","06:45",.222
"09/06/2024","07:00",.302
"09/06/2024","07:15",.226
"09/06/2024","07:30",.26
"09/06/2024","07:45",.536
"09/06/2024","08:00",.815
"09/06/2024","08:15",1.277
"09/06/2024","08:30",.663
"09/06/2024","08:45",.487
"09/06/2024","09:00",.428
"09/06/2024","09:15",.292
"09/06/2024","09:30",.266
"09/06/2024","09:45",.079
"09/06/2024","10:00",.062
"09/06/2024","10:15",.393
